Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology IDs	Gene Ontology (GO)
Q55506	reviewed	RUVC_SYNY3	Crossover junction endodeoxyribonuclease RuvC (EC 3.1.21.10) (Holliday junction nuclease RuvC) (Holliday junction resolvase RuvC)	ruvC sll0896	Synechocystis sp. (strain PCC 6803 / Kazusa)	167	GO:0000287; GO:0003677; GO:0005737; GO:0006281; GO:0006310; GO:0008821	cytoplasm [GO:0005737]; crossover junction DNA endonuclease activity [GO:0008821]; DNA binding [GO:0003677]; magnesium ion binding [GO:0000287]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]
Q55513	reviewed	DAPA_SYNY3	4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)	dapA slr0550	Synechocystis sp. (strain PCC 6803 / Kazusa)	301	GO:0005829; GO:0008840; GO:0009089; GO:0019877	cytosol [GO:0005829]; 4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]
Q55515	reviewed	COAE_SYNY3	Dephospho-CoA kinase (EC 2.7.1.24) (Dephosphocoenzyme A kinase)	coaE slr0553	Synechocystis sp. (strain PCC 6803 / Kazusa)	201	GO:0004140; GO:0005524; GO:0005737; GO:0015937; GO:0016310	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; dephospho-CoA kinase activity [GO:0004140]; coenzyme A biosynthetic process [GO:0015937]; phosphorylation [GO:0016310]
Q55607	reviewed	CHLB_SYNY3	Light-independent protochlorophyllide reductase subunit B (DPOR subunit B) (LI-POR subunit B) (EC 1.3.7.7)	chlB slr0772	Synechocystis sp. (strain PCC 6803 / Kazusa)	508	GO:0005524; GO:0016636; GO:0016730; GO:0019685; GO:0036068; GO:0046872; GO:0051539	4 iron, 4 sulfur cluster binding [GO:0051539]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on iron-sulfur proteins as donors [GO:0016730]; oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor [GO:0016636]; light-independent chlorophyll biosynthetic process [GO:0036068]; photosynthesis, dark reaction [GO:0019685]
Q55663	reviewed	DXR_SYNY3	1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase)	dxr sll0019	Synechocystis sp. (strain PCC 6803 / Kazusa)	394	GO:0030145; GO:0030604; GO:0051484; GO:0070402	1-deoxy-D-xylulose-5-phosphate reductoisomerase activity [GO:0030604]; manganese ion binding [GO:0030145]; NADPH binding [GO:0070402]; isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway involved in terpenoid biosynthetic process [GO:0051484]
Q55664	reviewed	ALF2_SYNY3	Fructose-bisphosphate aldolase class 2 (FBP aldolase) (FBPA) (EC 4.1.2.13) (Fructose-1,6-bisphosphate aldolase) (Fructose-bisphosphate aldolase class II)	fbaA fda sll0018	Synechocystis sp. (strain PCC 6803 / Kazusa)	359	GO:0004332; GO:0006096; GO:0008270	fructose-bisphosphate aldolase activity [GO:0004332]; zinc ion binding [GO:0008270]; glycolytic process [GO:0006096]
Q55714	reviewed	COBS_SYNY3	Adenosylcobinamide-GDP ribazoletransferase (EC 2.7.8.26) (Cobalamin synthase) (Cobalamin-5'-phosphate synthase)	cobS slr0636	Synechocystis sp. (strain PCC 6803 / Kazusa)	260	GO:0005886; GO:0008818; GO:0009236; GO:0051073	plasma membrane [GO:0005886]; adenosylcobinamide-GDP ribazoletransferase activity [GO:0051073]; cobalamin 5'-phosphate synthase activity [GO:0008818]; cobalamin biosynthetic process [GO:0009236]
Q55729	reviewed	SYM_SYNY3	Methionine--tRNA ligase (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)	metG metS slr0649	Synechocystis sp. (strain PCC 6803 / Kazusa)	532	GO:0004825; GO:0005524; GO:0005737; GO:0006431; GO:0046872	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; methionine-tRNA ligase activity [GO:0004825]; methionyl-tRNA aminoacylation [GO:0006431]
Q55750	reviewed	MFD_SYNY3	Transcription-repair-coupling factor (TRCF) (EC 3.6.4.-)	mfd sll0377	Synechocystis sp. (strain PCC 6803 / Kazusa)	1199	GO:0000716; GO:0003677; GO:0003684; GO:0004386; GO:0005524; GO:0005737; GO:0006355; GO:0015616; GO:0016787; GO:0043175	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; damaged DNA binding [GO:0003684]; DNA binding [GO:0003677]; DNA translocase activity [GO:0015616]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787]; RNA polymerase core enzyme binding [GO:0043175]; regulation of DNA-templated transcription [GO:0006355]; transcription-coupled nucleotide-excision repair, DNA damage recognition [GO:0000716]
Q55797	reviewed	GMHA_SYNY3	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	gmhA sll0083	Synechocystis sp. (strain PCC 6803 / Kazusa)	194	GO:0005737; GO:0005975; GO:0008270; GO:0008968; GO:0097367; GO:2001061	cytoplasm [GO:0005737]; carbohydrate derivative binding [GO:0097367]; D-sedoheptulose 7-phosphate isomerase activity [GO:0008968]; zinc ion binding [GO:0008270]; carbohydrate metabolic process [GO:0005975]; D-glycero-D-manno-heptose 7-phosphate biosynthetic process [GO:2001061]
Q55828	reviewed	DAPAT_SYNY3	LL-diaminopimelate aminotransferase (DAP-AT) (DAP-aminotransferase) (LL-DAP-aminotransferase) (EC 2.6.1.83)	dapL sll0480	Synechocystis sp. (strain PCC 6803 / Kazusa)	412	GO:0010285; GO:0030170; GO:0033362	L,L-diaminopimelate aminotransferase activity [GO:0010285]; pyridoxal phosphate binding [GO:0030170]; lysine biosynthetic process via diaminopimelate, diaminopimelate-aminotransferase pathway [GO:0033362]
Q55849	reviewed	BIOD_SYNY3	ATP-dependent dethiobiotin synthetase BioD (EC 6.3.3.3) (DTB synthetase) (DTBS) (Dethiobiotin synthase)	bioD slr0523	Synechocystis sp. (strain PCC 6803 / Kazusa)	237	GO:0000287; GO:0004141; GO:0005524; GO:0005829; GO:0009102	cytosol [GO:0005829]; ATP binding [GO:0005524]; dethiobiotin synthase activity [GO:0004141]; magnesium ion binding [GO:0000287]; biotin biosynthetic process [GO:0009102]
Q55940	reviewed	ZIAR_SYNY3	Transcriptional repressor SmtB homolog	ziaR smtB sll0792	Synechocystis sp. (strain PCC 6803 / Kazusa)	132	GO:0003677; GO:0003700; GO:0046872	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]
Q55983	reviewed	TGT_SYNY3	Queuine tRNA-ribosyltransferase (EC 2.4.2.29) (Guanine insertion enzyme) (tRNA-guanine transglycosylase)	tgt slr0713	Synechocystis sp. (strain PCC 6803 / Kazusa)	374	GO:0002099; GO:0005737; GO:0005829; GO:0008479; GO:0008616; GO:0046872; GO:0101030	cytoplasm [GO:0005737]; cytosol [GO:0005829]; metal ion binding [GO:0046872]; queuine tRNA-ribosyltransferase activity [GO:0008479]; queuosine biosynthetic process [GO:0008616]; tRNA wobble guanine modification [GO:0002099]; tRNA-guanine transglycosylation [GO:0101030]
Q57417	reviewed	ACCD_SYNY3	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD zfpA sll0336	Synechocystis sp. (strain PCC 6803 / Kazusa)	326	GO:0003989; GO:0005524; GO:0006633; GO:0008270; GO:0009317; GO:0016743; GO:2001295	acetyl-CoA carboxylase complex [GO:0009317]; acetyl-CoA carboxylase activity [GO:0003989]; ATP binding [GO:0005524]; carboxyl- or carbamoyltransferase activity [GO:0016743]; zinc ion binding [GO:0008270]; fatty acid biosynthetic process [GO:0006633]; malonyl-CoA biosynthetic process [GO:2001295]
Q59987	reviewed	POR_SYNY3	Light-dependent protochlorophyllide reductase (PCR) (EC 1.3.1.33) (NADPH-protochlorophyllide oxidoreductase) (LPOR) (POR)	por pcr slr0506	Synechocystis sp. (strain PCC 6803 / Kazusa)	322	GO:0015979; GO:0015995; GO:0016630	protochlorophyllide reductase activity [GO:0016630]; chlorophyll biosynthetic process [GO:0015995]; photosynthesis [GO:0015979]
Q59994	reviewed	TPIS_SYNY3	Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)	tpiA tpi slr0783	Synechocystis sp. (strain PCC 6803 / Kazusa)	242	GO:0004807; GO:0005829; GO:0006094; GO:0006096; GO:0019563; GO:0046166	cytosol [GO:0005829]; triose-phosphate isomerase activity [GO:0004807]; gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; glycerol catabolic process [GO:0019563]; glycolytic process [GO:0006096]
Q79EE4	reviewed	GGTA_SYNY3	Osmoprotective compounds uptake ATP-binding protein GgtA (EC 7.5.2.-)	ggtA slr0747	Synechocystis sp. (strain PCC 6803 / Kazusa)	363	GO:0005524; GO:0008643; GO:0016887; GO:0055052; GO:0140359	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [GO:0055052]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; carbohydrate transport [GO:0008643]
P22040	reviewed	Y415_SYNY3	Uncharacterized ABC transporter ATP-binding protein sll0415	sll0415	Synechocystis sp. (strain PCC 6803 / Kazusa)	354	GO:0005524; GO:0016887	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]
P36265	reviewed	NUSG_SYNY3	Transcription termination/antitermination protein NusG	nusG sll1742	Synechocystis sp. (strain PCC 6803 / Kazusa)	205	GO:0005829; GO:0006353; GO:0006354; GO:0031564; GO:0032784; GO:0140673	cytosol [GO:0005829]; DNA-templated transcription elongation [GO:0006354]; DNA-templated transcription termination [GO:0006353]; regulation of DNA-templated transcription elongation [GO:0032784]; transcription antitermination [GO:0031564]; transcription elongation-coupled chromatin remodeling [GO:0140673]
P52232	reviewed	THIO1_SYNY3	Thioredoxin-like protein slr0233	slr0233	Synechocystis sp. (strain PCC 6803 / Kazusa)	105	GO:0005737; GO:0005829; GO:0015035; GO:0045454	cytoplasm [GO:0005737]; cytosol [GO:0005829]; protein-disulfide reductase activity [GO:0015035]; cell redox homeostasis [GO:0045454]
P53383	reviewed	APBC_SYNY3	Iron-sulfur cluster carrier protein	mrp slr0067	Synechocystis sp. (strain PCC 6803 / Kazusa)	353	GO:0005524; GO:0016226; GO:0016887; GO:0046872; GO:0051539; GO:0140663	4 iron, 4 sulfur cluster binding [GO:0051539]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent FeS chaperone activity [GO:0140663]; metal ion binding [GO:0046872]; iron-sulfur cluster assembly [GO:0016226]
P72652	reviewed	CPCF_SYNY3	Phycocyanin alpha phycocyanobilin lyase CpcF	cpcF sll1051	Synechocystis sp. (strain PCC 6803 / Kazusa)	214	GO:0016829; GO:0030089	phycobilisome [GO:0030089]; lyase activity [GO:0016829]
P72686	reviewed	PHOU_SYNY3	Phosphate-specific transport system accessory protein PhoU homolog (Pst system accessory protein PhoU homolog)	phoU slr0741	Synechocystis sp. (strain PCC 6803 / Kazusa)	224	GO:0005737; GO:0006817; GO:0030643; GO:0042803; GO:0045936; GO:2000186	cytoplasm [GO:0005737]; protein homodimerization activity [GO:0042803]; intracellular phosphate ion homeostasis [GO:0030643]; negative regulation of phosphate metabolic process [GO:0045936]; negative regulation of phosphate transmembrane transport [GO:2000186]; phosphate ion transport [GO:0006817]
P72702	reviewed	Y245_SYNY3	Uncharacterized protein slr0245	slr0245	Synechocystis sp. (strain PCC 6803 / Kazusa)	304	GO:0000122; GO:0004407; GO:0016575	histone deacetylase activity [GO:0004407]; histone deacetylation [GO:0016575]; negative regulation of transcription by RNA polymerase II [GO:0000122]
P72711	reviewed	CBIJ_SYNY3	Cobalt-precorrin-6A reductase (EC 1.3.1.106)	cbiJ cobK slr0252	Synechocystis sp. (strain PCC 6803 / Kazusa)	261	GO:0009236; GO:0016994	precorrin-6A reductase activity [GO:0016994]; cobalamin biosynthetic process [GO:0009236]
P72717	reviewed	PETN_SYNY3	Cytochrome b6-f complex subunit 8 (Cytochrome b6-f complex subunit PetN) (Cytochrome b6-f complex subunit VIII)	petN sml0004	Synechocystis sp. (strain PCC 6803 / Kazusa)	29	GO:0009512; GO:0015979; GO:0017004; GO:0031676; GO:0045158	cytochrome b6f complex [GO:0009512]; plasma membrane-derived thylakoid membrane [GO:0031676]; electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity [GO:0045158]; cytochrome complex assembly [GO:0017004]; photosynthesis [GO:0015979]
P72818	reviewed	MENG_SYNY3	2-phytyl-1,4-naphtoquinone methyltransferase (EC 2.1.1.329) (Demethylphylloquinone methyltransferase)	menG sll1653	Synechocystis sp. (strain PCC 6803 / Kazusa)	238	GO:0008168; GO:0032259; GO:0042372; GO:0052624	2-phytyl-1,4-naphthoquinone methyltransferase activity [GO:0052624]; methyltransferase activity [GO:0008168]; methylation [GO:0032259]; phylloquinone biosynthetic process [GO:0042372]
P72835	reviewed	Y1300_SYNY3	Uncharacterized protein slr1300	slr1300	Synechocystis sp. (strain PCC 6803 / Kazusa)	414	GO:0006744; GO:0016491; GO:0016709; GO:0071949	FAD binding [GO:0071949]; oxidoreductase activity [GO:0016491]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; ubiquinone biosynthetic process [GO:0006744]
P72846	reviewed	LGT_SYNY3	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase (EC 2.5.1.145)	lgt sll1187	Synechocystis sp. (strain PCC 6803 / Kazusa)	283	GO:0005886; GO:0008961; GO:0042158	plasma membrane [GO:0005886]; phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity [GO:0008961]; lipoprotein biosynthetic process [GO:0042158]
P72934	reviewed	PYRX_SYNY3	Probable dihydroorotase-like protein (Aspartate carbamoyltransferase 42 kDa non-catalytic chain)	pyrC' sll1018	Synechocystis sp. (strain PCC 6803 / Kazusa)	441	GO:0004038; GO:0004151; GO:0005737; GO:0006145; GO:0006221; GO:0046872	cytoplasm [GO:0005737]; allantoinase activity [GO:0004038]; dihydroorotase activity [GO:0004151]; metal ion binding [GO:0046872]; purine nucleobase catabolic process [GO:0006145]; pyrimidine nucleotide biosynthetic process [GO:0006221]
P73068	reviewed	RUBR_SYNY3	Rubredoxin (Rd)	rub slr2033	Synechocystis sp. (strain PCC 6803 / Kazusa)	115	GO:0005506	iron ion binding [GO:0005506]
P73123	reviewed	RBCR_SYNY3	Probable RuBisCO transcriptional regulator	rbcR sll0998	Synechocystis sp. (strain PCC 6803 / Kazusa)	345	GO:0000976; GO:0003700; GO:0006355	DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]; regulation of DNA-templated transcription [GO:0006355]
P73125	reviewed	Y1019_SYNY3	Uncharacterized isomerase slr1019 (EC 5.1.-.-)	slr1019	Synechocystis sp. (strain PCC 6803 / Kazusa)	306	GO:0005737; GO:0009058; GO:0016853	cytoplasm [GO:0005737]; isomerase activity [GO:0016853]; biosynthetic process [GO:0009058]
P73163	reviewed	DLHH_SYNY3	Putative carboxymethylenebutenolidase (EC 3.1.1.45) (Dienelactone hydrolase) (DLH)	sll1298	Synechocystis sp. (strain PCC 6803 / Kazusa)	246	GO:0008806	carboxymethylenebutenolidase activity [GO:0008806]
P73242	reviewed	FABD_SYNY3	Malonyl CoA-acyl carrier protein transacylase (MCT) (EC 2.3.1.39)	fabD slr2023	Synechocystis sp. (strain PCC 6803 / Kazusa)	293	GO:0004314; GO:0005829; GO:0006633	cytosol [GO:0005829]; [acyl-carrier-protein] S-malonyltransferase activity [GO:0004314]; fatty acid biosynthetic process [GO:0006633]
P73304	reviewed	RS5_SYNY3	30S ribosomal protein S5	rpsE rps5 sll1812	Synechocystis sp. (strain PCC 6803 / Kazusa)	173	GO:0003735; GO:0006412; GO:0015935; GO:0019843	small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
P73312	reviewed	RL29_SYNY3	50S ribosomal protein L29	rpmC rpl29 ssl3436	Synechocystis sp. (strain PCC 6803 / Kazusa)	73	GO:0003735; GO:0006412; GO:0022625	cytosolic large ribosomal subunit [GO:0022625]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
P73317	reviewed	RL2_SYNY3	50S ribosomal protein L2	rplB rpl2 sll1802	Synechocystis sp. (strain PCC 6803 / Kazusa)	276	GO:0002181; GO:0003723; GO:0003735; GO:0016740; GO:0019843; GO:0022625	cytosolic large ribosomal subunit [GO:0022625]; RNA binding [GO:0003723]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; transferase activity [GO:0016740]; cytoplasmic translation [GO:0002181]
P73336	reviewed	RS20_SYNY3	30S ribosomal protein S20	rpsT rps20 ssl2233	Synechocystis sp. (strain PCC 6803 / Kazusa)	97	GO:0003735; GO:0005829; GO:0006412; GO:0015935; GO:0070181	cytosol [GO:0005829]; small ribosomal subunit [GO:0015935]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
P73418	reviewed	DBH_SYNY3	DNA-binding protein HU	hup sll1712	Synechocystis sp. (strain PCC 6803 / Kazusa)	100	GO:0003677; GO:0005829; GO:0030261; GO:0030527	cytosol [GO:0005829]; DNA binding [GO:0003677]; structural constituent of chromatin [GO:0030527]; chromosome condensation [GO:0030261]
P73423	reviewed	CBID_SYNY3	Cobalt-precorrin-5B C(1)-methyltransferase (EC 2.1.1.195) (Cobalt-precorrin-6A synthase)	cbiD slr1538	Synechocystis sp. (strain PCC 6803 / Kazusa)	378	GO:0009236; GO:0032259; GO:0043780; GO:0046140	cobalt-precorrin-5B C1-methyltransferase activity [GO:0043780]; cobalamin biosynthetic process [GO:0009236]; corrin biosynthetic process [GO:0046140]; methylation [GO:0032259]
P73473	reviewed	RF3_SYNY3	Peptide chain release factor 3 (RF-3)	prfC slr1228	Synechocystis sp. (strain PCC 6803 / Kazusa)	547	GO:0003924; GO:0005525; GO:0005829; GO:0006415; GO:0006449; GO:0016149; GO:0016150	cytosol [GO:0005829]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation release factor activity, codon nonspecific [GO:0016150]; translation release factor activity, codon specific [GO:0016149]; regulation of translational termination [GO:0006449]; translational termination [GO:0006415]
P73511	reviewed	PHSG_SYNY3	Glycogen phosphorylase (EC 2.4.1.1)	glgP sll1356	Synechocystis sp. (strain PCC 6803 / Kazusa)	849	GO:0005737; GO:0005980; GO:0008184; GO:0030170; GO:0102250; GO:0102499	cytoplasm [GO:0005737]; glycogen phosphorylase activity [GO:0008184]; linear malto-oligosaccharide phosphorylase activity [GO:0102250]; pyridoxal phosphate binding [GO:0030170]; SHG alpha-glucan phosphorylase activity [GO:0102499]; glycogen catabolic process [GO:0005980]
P73527	reviewed	RISB_SYNY3	6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)	ribH sll1282	Synechocystis sp. (strain PCC 6803 / Kazusa)	164	GO:0000906; GO:0005829; GO:0009231; GO:0009349	cytosol [GO:0005829]; riboflavin synthase complex [GO:0009349]; 6,7-dimethyl-8-ribityllumazine synthase activity [GO:0000906]; riboflavin biosynthetic process [GO:0009231]
P73599	reviewed	Y1304_SYNY3	Probable ketose 3-epimerase (EC 5.1.3.-)	sll1304	Synechocystis sp. (strain PCC 6803 / Kazusa)	287	GO:0005975; GO:0016853; GO:0046872	isomerase activity [GO:0016853]; metal ion binding [GO:0046872]; carbohydrate metabolic process [GO:0005975]
P73636	reviewed	RS6_SYNY3	30S ribosomal protein S6	rpsF rps6 sll1767	Synechocystis sp. (strain PCC 6803 / Kazusa)	113	GO:0003735; GO:0005840; GO:0006412; GO:0070181; GO:1990904	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
P73639	reviewed	Y1766_SYNY3	Uncharacterized protein sll1766	sll1766	Synechocystis sp. (strain PCC 6803 / Kazusa)	398	GO:0016491; GO:0046872; GO:0051539	4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]
P73646	reviewed	KHSE_SYNY3	Homoserine kinase (HK) (HSK) (EC 2.7.1.39)	thrB sll1760	Synechocystis sp. (strain PCC 6803 / Kazusa)	306	GO:0004413; GO:0005524; GO:0005737; GO:0009088; GO:0016310	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; homoserine kinase activity [GO:0004413]; phosphorylation [GO:0016310]; threonine biosynthetic process [GO:0009088]
P73747	reviewed	CPXS1_SYNY3	Chromophore lyase CpcS/CpeS 1 (EC 4.-.-.-)	cpcS1 sll0853	Synechocystis sp. (strain PCC 6803 / Kazusa)	186	GO:0016829; GO:0017009	lyase activity [GO:0016829]; protein-phycocyanobilin linkage [GO:0017009]
